,ISO Date,ISO3 codes,COVID 19 Event,Conflict Event,Perpetrator category,Weapons use,Total health worker killed,Total health worker kidnapped,Deprivation of Liberty,Total health worker arrested,Total health worker threatened,Total health worker injured,Total health worker assaulted,Total health worker discriminated against,Total health worker sexual violence,Total health worker missing,Total health worker tortured
491,2020-05-14 00:00:00,SUD,NotApplicable,ConflictEvent,multiple,Firearm,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
492,2020-05-15 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,2020-05-16 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,2020-05-16 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,2020-05-16 00:00:00,SSD,NotApplicable,ConflictEvent,multiple,NoWeapons,2.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
496,2020-05-16 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,2020-05-16 00:00:00,YEM,COVIDEvent,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,2020-05-16 00:00:00,MMR,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,2020-05-17 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,2020-05-17 00:00:00,HTI,COVIDEvent,NotApplicable,noinformation,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,2020-05-17 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,2020-05-17 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,2020-05-17 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
504,2020-05-17 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
505,2020-05-18 00:00:00,AFG,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,2020-05-18 00:00:00,KGZ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
507,2020-05-18 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
508,2020-05-18 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,2020-05-18 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
510,2020-05-18 00:00:00,MMR,COVIDEvent,NotApplicable,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,2020-05-18 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,2020-05-19 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,2020-05-19 00:00:00,AFG,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,2020-05-19 00:00:00,BGD,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
515,2020-05-19 00:00:00,BOL,COVIDEvent,NotApplicable,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2020-05-19 00:00:00,LBN,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
517,2020-05-19 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
518,2020-05-19 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,2020-05-20 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,2020-05-20 00:00:00,COD,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,2020-05-20 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
522,2020-05-20 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,2020-05-20 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
524,2020-05-21 00:00:00,COL,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,2.0,Killed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,2020-05-21 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
526,2020-05-21 00:00:00,NER,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,2020-05-21 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,2020-05-21 00:00:00,SUD,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,2020-05-21 00:00:00,TUN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,2020-05-22 00:00:00,COD,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,2020-05-22 00:00:00,IDN,COVIDEvent,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,2020-05-22 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,2020-05-22 00:00:00,LBY,NotApplicable,ConflictEvent,multiple,Firearm,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
534,2020-05-22 00:00:00,RUS,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,2020-05-23 00:00:00,CMR,COVIDEvent,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,2020-05-23 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
537,2020-05-23 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
538,2020-05-23 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
539,2020-05-24 00:00:00,COD,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,2020-05-24 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
541,2020-05-24 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
542,2020-05-24 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,2020-05-25 00:00:00,COD,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
544,2020-05-25 00:00:00,HND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
545,2020-05-26 00:00:00,BFA,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
546,2020-05-26 00:00:00,NGA,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
547,2020-05-27 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,2020-05-27 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
549,2020-05-27 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,2020-05-27 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,15.0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
551,2020-05-27 00:00:00,SOM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,7.0,Killed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,2020-05-27 00:00:00,GBR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
553,2020-05-28 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
554,2020-05-28 00:00:00,COL,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
555,2020-05-28 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
556,2020-05-28 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2020-05-28 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,2020-05-28 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,2020-05-28 00:00:00,MOZ,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,2020-05-28 00:00:00,SEN,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
561,2020-05-28 00:00:00,SOM,NotApplicable,ConflictEvent,stateforces,NoInformation,7.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,2020-05-29 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,2020-05-29 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
564,2020-05-30 00:00:00,BFA,NotApplicable,ConflictEvent,nonstateactor,Firearm,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,2020-05-30 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,2020-05-31 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
567,2020-05-31 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
568,2020-05-31 00:00:00,MOZ,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
569,2020-05-31 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,1.0,Freed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,2020-05-31 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
571,2020-06-01 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,2020-06-01 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,2020-06-01 00:00:00,COL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
574,2020-06-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,2020-06-02 00:00:00,ARG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
577,2020-06-02 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
578,2020-06-02 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,2020-06-03 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,2020-06-03 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
581,2020-06-03 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,2020-06-03 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,2020-06-03 00:00:00,NER,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,2020-06-03 00:00:00,SEN,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,2020-06-03 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
587,2020-06-03 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,2020-06-04 00:00:00,BRA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,2020-06-04 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
591,2020-06-04 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,2020-06-04 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2020-06-04 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,2020-06-04 00:00:00,MOZ,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2020-06-04 00:00:00,PRY,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,2020-06-05 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,2020-06-05 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,2020-06-06 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,2020-06-06 00:00:00,BGD,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2020-06-06 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2020-06-06 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2020-06-06 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2020-06-06 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
605,2020-06-07 00:00:00,IND,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,2020-06-07 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
607,2020-06-07 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,2020-06-07 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2020-06-07 00:00:00,NPL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2020-06-08 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,2020-06-08 00:00:00,HTI,COVIDEvent,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,2020-06-08 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2020-06-08 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2020-06-08 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2020-06-09 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
616,2020-06-09 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
617,2020-06-09 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2020-06-10 00:00:00,COD,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2020-06-10 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
620,2020-06-10 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2020-06-10 00:00:00,MOZ,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2020-06-11 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2020-06-11 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2020-06-11 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2020-06-12 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
626,2020-06-12 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,2020-06-13 00:00:00,EGY,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
628,2020-06-14 00:00:00,AFG,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,2020-06-14 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
630,2020-06-14 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,2020-06-15 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
632,2020-06-15 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,2020-06-16 00:00:00,COD,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,2020-06-16 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2020-06-16 00:00:00,COD,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,2020-06-16 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
637,2020-06-17 00:00:00,PAK,NotApplicable,ConflictEvent,stateforces,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
638,2020-06-18 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,2020-06-19 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
640,2020-06-19 00:00:00,SOM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,2020-06-20 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
642,2020-06-20 00:00:00,MLI,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,NoInformation ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
643,2020-06-20 00:00:00,ZAF,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
644,2020-06-21 00:00:00,MEX,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,2020-06-21 00:00:00,MMR,COVIDEvent,ConflictEvent,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,2020-06-22 00:00:00,MMR,COVIDEvent,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,2020-06-22 00:00:00,MMR,COVIDEvent,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,2020-06-22 00:00:00,NPL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,2020-06-22 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
650,2020-06-22 00:00:00,TUR,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,2020-06-23 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,2020-06-23 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
653,2020-06-23 00:00:00,PAK,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
