,ISO Date,ISO3 codes,COVID 19 Event,Conflict Event,Perpetrator category,Weapons use,Total health worker killed,Total health worker kidnapped,Deprivation of Liberty,Total health worker arrested,Total health worker threatened,Total health worker injured,Total health worker assaulted,Total health worker discriminated against,Total health worker sexual violence,Total health worker missing,Total health worker tortured
153,2020-02-27 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
154,2020-02-28 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,2020-02-28 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2020-02-20 00:00:00,UKR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2020-03-01 00:00:00,CHN,COVIDEvent,NotApplicable,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2020-03-01 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2020-03-02 00:00:00,ETH,NotApplicable,ConflictEvent,noinformation,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,2020-03-02 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2020-03-02 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2020-03-02 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2020-03-04 00:00:00,EGY,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2020-03-06 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2020-03-06 00:00:00,GRE,NotApplicable,ConflictEvent,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2020-03-07 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2020-03-07 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2020-03-09 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2020-03-10 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2020-03-10 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2020-03-11 00:00:00,KEN,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2020-03-11 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
175,2020-03-11 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2020-03-11 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2020-03-12 00:00:00,LBY,COVIDEvent,ConflictEvent,nonstateactor,NoInformation,2.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
178,2020-03-12 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,2.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
179,2020-03-12 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,2020-03-13 00:00:00,MMR,NotApplicable,ConflictEvent,stateforces,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2020-03-13 00:00:00,LKA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2020-03-13 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2020-03-14 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
184,2020-03-14 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185,2020-03-14 00:00:00,YEM,COVIDEvent,ConflictEvent,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2020-03-15 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
187,2020-03-15 00:00:00,KEN,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2020-03-16 00:00:00,AFG,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,2020-03-16 00:00:00,CHL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
190,2020-03-19 00:00:00,SOM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2020-03-20 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,2.0,Killed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2020-03-20 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2020-03-22 00:00:00,BOL,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2020-03-22 00:00:00,VEN,COVIDEvent,NotApplicable,stateforces,NoInformation,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2020-03-23 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2020-03-23 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2020-03-23 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2020-03-24 00:00:00,AUS,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,2020-03-24 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,2020-03-24 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,2020-03-24 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202,2020-03-24 00:00:00,USA,COVIDEvent,NotApplicable,civilian,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2020-03-24 00:00:00,YEM,NotApplicable,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2020-03-25 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
205,2020-03-25 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
206,2020-03-25 00:00:00,NPL,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
207,2020-03-25 00:00:00,SEN,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,2020-03-26 00:00:00,BFA,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
209,2020-03-26 00:00:00,IND,COVIDEvent,NotApplicable,multiple,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2020-03-26 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
211,2020-03-26 00:00:00,MYS,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
212,2020-03-27 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2020-03-27 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
214,2020-03-27 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
215,2020-03-27 00:00:00,PHL,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,2020-03-27 00:00:00,GBR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
218,2020-03-27 00:00:00,USA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
219,2020-03-28 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2020-03-28 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2020-03-29 00:00:00,IRQ,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,2020-03-29 00:00:00,SSD,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2020-03-29 00:00:00,TUR,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,2020-03-29 00:00:00,YEM,COVIDEvent,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2020-03-30 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
226,2020-03-30 00:00:00,ISR,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
227,2020-03-30 00:00:00,YEM,COVIDEvent,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2020-03-31 00:00:00,BUR,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2020-03-31 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2020-03-31 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
231,2020-03-31 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2020-03-31 00:00:00,TUN,COVIDEvent,NotApplicable,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2020-03-31 00:00:00,UGA,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
234,2020-03-31 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2020-03-13 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,Firearm,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2020-03-13 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
237,2020-03-20 00:00:00,GBR,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
238,2020-03-25 00:00:00,SUD,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
239,2020-04-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
240,2020-04-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
241,2020-04-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2020-04-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
243,2020-04-01 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2020-04-02 00:00:00,BGD,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2020-04-02 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2020-04-02 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
247,2020-04-02 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2020-04-02 00:00:00,PHL,COVIDEvent,NotApplicable,civilian,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2020-04-03 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
250,2020-04-03 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
251,2020-04-03 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2020-04-03 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
253,2020-04-04 00:00:00,BFA,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2020-04-04 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2020-04-04 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
258,2020-04-04 00:00:00,ISR,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
259,2020-04-04 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
260,2020-04-04 00:00:00,SUD,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
261,2020-04-04 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2020-04-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2020-04-05 00:00:00,CIV,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2020-04-05 00:00:00,LBY,COVIDEvent,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2020-04-05 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2020-04-06 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
267,2020-04-06 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
268,2020-04-06 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2020-04-06 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2020-04-06 00:00:00,PAK,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2020-04-07 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2020-04-07 00:00:00,COD,COVIDEvent,NotApplicable,noinformation,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2020-04-07 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
274,2020-04-07 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2020-04-07 00:00:00,PHL,COVIDEvent,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276,2020-04-07 00:00:00,SOM,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2020-04-07 00:00:00,GBR,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
278,2020-04-08 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
279,2020-04-08 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2020-04-08 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
281,2020-04-08 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2020-04-08 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
283,2020-04-08 00:00:00,YEM,COVIDEvent,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2020-04-09 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,Other,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
286,2020-04-09 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
287,2020-04-09 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2020-04-09 00:00:00,NER,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2020-04-10 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
290,2020-04-11 00:00:00,COD,NotApplicable,ConflictEvent,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291,2020-04-11 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
292,2020-04-11 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
293,2020-04-11 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2020-04-11 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
295,2020-04-11 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,2020-04-11 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
297,2020-04-11 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2020-04-12 00:00:00,BGD,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
299,2020-04-12 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2020-04-12 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,2020-04-12 00:00:00,MMR,COVIDEvent,ConflictEvent,stateforces,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2020-04-13 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2020-04-13 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2020-04-13 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2020-04-13 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2020-04-13 00:00:00,LBY,NotApplicable,ConflictEvent,multiple,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2020-04-13 00:00:00,LBY,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,2020-04-13 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2020-04-13 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
312,2020-04-13 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,2020-04-14 00:00:00,CHN,COVIDEvent,NotApplicable,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2020-04-14 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
315,2020-04-14 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
316,2020-04-14 00:00:00,IRQ,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,2020-04-15 00:00:00,CHL,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
318,2020-04-15 00:00:00,EGY,COVIDEvent,NotApplicable,stateforces,NoInformation,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
